Presence of Pb,Presence of Cu,Purpose of the study,Main minerals/metals mined,Sample Number,Country,Top Region,Region/Province,corrected Region,District/Deposit Location,Sector details,Mine,Latitude,Longitude,Mineral analyzed,208Pb/206Pb,207Pb/206Pb,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,Sources,Full reference
Pb minor,Cu minor,Archaeo,,Cevrim B7,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.07575193,0.84003194,18.785,15.78,38.993,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON455,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.082963359,0.840706071,18.695,15.717,38.941,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B1,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.082385605,0.840568103,18.729,15.743,39.001,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B18,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.085102969,0.841989837,18.695,15.741,38.981,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B17,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.084775641,0.841346154,18.72,15.75,39.027,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B26,Turkey,,Taurus - 2A,Taurus 2A,,,Taurus 2A,36.9861111,32.9663889,galena,2.084409348,0.841532387,18.742,15.772,39.066,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Pb-Zn Deposits,11,Turkey,,Taurus 2A,Taurus 2A,,,Adana/Etekli Kayadibi,38.263,36.2225,Smithsonite/galena,2.0786,0.8399,18.7125748502994,15.7166916167665,38.8959580838323,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,5,Turkey,,Taurus 2A,Taurus 2A,,,Aladag,37.538645,35.3466253,galena,2.0816,0.8407,18.6846038863976,15.7081464872945,38.8938714499252,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,16,Turkey,,Taurus 2A,Taurus 2A,,,Aladag/Yahyali,37.538645,35.3466253,galena,2.0781,0.8398,18.6846038863976,15.6913303437967,38.8284753363229,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,18,Turkey,,Taurus 2A,Taurus 2A,,,Aladag/Yahyali,37.538645,35.3466253,galena,2.0789,0.84,18.677624206201,15.6892043332088,38.8289129622713,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,24,Turkey,,Taurus 2A,Taurus 2A,,,Aladag/Yahyali Pozanti,37.538645,35.3466253,galena,2.0755,0.8383,18.7300992695261,15.7014422176437,38.8743210339014,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,,25,Turkey,,Taurus 2A,Taurus 2A,,,Kayseri/Cak‰lp‰nar,38.7225,35.4875,galena,2.0789,0.8404,18.6811133943583,15.6996076966187,38.8361666355315,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,1,Turkey,,Taurus 2A,Taurus 2A,,,Aladag,37.538645,35.3466253,Smithsonite,2.0788,0.8403,18.6915887850467,15.7065420560747,38.8560747663551,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,2,Turkey,,Taurus 2A,Taurus 2A,,,Aladag,37.538645,35.3466253,Sphalerite,2.0805,0.8406,18.6811133943583,15.7033439192976,38.8660564169624,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,3,Turkey,,Taurus 2A,Taurus 2A,,,Aladag,37.538645,35.3466253,Zincite(?)/sphalerite,2.0778,0.8395,18.7125748502994,15.7092065868263,38.8809880239521,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,No Cu,Archaeo,Zn-Pb Mine,4,Turkey,,Taurus 2A,Taurus 2A,,,Aladag,37.538645,35.3466253,Zincite(?)/sphalerite,2.0785,0.8394,18.7125748502994,15.7073353293413,38.8940868263473,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu major,Archaeo,,22                      Tokyo2,Turkey,,Taurus 2B,Taurus 2B,,,Ni?de/Dundarli,38.0844668,35.191392,galena,2.0589,0.8284,18.9717321191425,15.7161828874977,39.0608992601025,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON442,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena,2.061961861,0.831017907,18.931,15.732,39.035,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B22,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena,2.064046964,0.832293209,18.908,15.737,39.027,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B24,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena,2.060111591,0.830982209,18.998,15.787,39.138,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,Cevrim B30,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena,2.063726525,0.831293522,18.956,15.758,39.12,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON130           NIST4,Turkey,,Taurus 2B,Taurus 2B,,,Bolkardag /Sulucadere Kalay Mer.,37.25,34.3333333,galena/sphalerite,2.062,0.8291,18.9250567751703,15.6907645722937,39.0234670704012,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON379           NIST4,Turkey,,Taurus 2B,Taurus 2B,,,Bolkardag /Sulucadere Kalay Mer.,37.25,34.3333333,galena/sphalerite,2.0634,0.8294,18.9358076121947,15.7053588335543,39.0721454270025,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON378           NIST4,Turkey,,Taurus 2B,Taurus 2B,,,Bolkardag /Sulucadere Kalay Mer.,37.25,34.3333333,galena/sphalerite,2.0633,0.8308,18.9358076121947,15.7318689642114,39.0702518462413,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON126           NIST4,Turkey,,Taurus 2B,Taurus 2B,,,Bolkardag /Sulucadere Ust Mercek,37.25,34.3333333,galena/sphalerite,2.0618,0.829,18.9214758751183,15.6859035004731,39.0122989593189,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON380,Turkey,,Taurus 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena/Sphalerite,2.061,0.8291,18.91789633,15.68482785,38.98978434,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON126,Turkey,,Taurus 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena/Sphalerite,2.0618,0.829,18.92147588,15.6859035,39.01229896,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON130,Turkey,,Taurus 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,galena/Sphalerite,2.062,0.8291,18.92505678,15.69076457,39.02346707,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu minor,Archaeo,Hydrothermal Pb-Zn and Pb-Zn-Cu deposits (Sn- and Au-bearing),AON380           NIST4,Turkey,,Taurus 2B,Taurus 2B,,,Bolkardag /Sulucadere Ust Mercek,37.25,34.3333333,galena/stannite,2.061,0.8291,18.9178963299281,15.6848278471434,38.9897843359818,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu minor,Archaeo,,AON419,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,haematite ore,2.06339,0.83334,18.92863903,15.77399205,39.05716449,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AMN434,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,metallic prill,2.06196,0.831,18.93078904,15.73148569,39.03452976,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb minor,Cu minor,Archaeo,,AON419,Turkey,,Taurus - 2B,Taurus 2B,,,Taurus 2B,36.9861111,32.9663889,Other minerals,2.060192024,0.829341633,18.956,15.721,39.053,"Yener et al., 1991","Yener, K.A., Sayre, E.V., Joel, E.C., ôzbal, H., Barnes, I.L., Brill, R.H., 1991. Stable lead isotope studies of central taurus ore sources and related artifacts from eastern mediterranean chalcolithic and bronze age sites. Journal of Archaeological Science 18, 541-577."
Pb major,No Cu,Archaeo,Zn-Pb Mine,19                      Tokyo2,Turkey,,Taurus 2B,Taurus 2B,,,Aladag/Tekneli,37.538645,35.3466253,galena,2.0623,0.8307,18.9501610763691,15.7418988061398,39.080917187796,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu major,Archaeo,3% copper and 2% zinc,TG 170 A-1,Turkey,,Turkey,Tirebolu,,,Tirebolu-Harsit Koprubasi,40.9417765,38.8892009,galena,2.075804721,0.839002146,18.64,15.639,38.693,"Seeliger et al., 1985","Seeliger, T.C., Pernicka, E., Wagner, G.A., 1985. ArchÑometallurgische Untersuchungen in Nord- und Ostanatolien, in: Jahrbuch Des Rîmisch-Germanischen Zentralmuseums Mainz, 32.1985. pp. 597-659, Abb. Taf."
Pb major,Cu major,Archaeo,Cu,AON17108,Turkey,,Trabzon Ore ,Trabzon,,,Giresun/Tirebolu,41.0056,38.81970000000001,Chalcopyrite,2.0854,0.8449,18.5082361650935,15.6376087358875,38.597075698686,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,Cu,33,Turkey,,Trabzon Ore ,Trabzon,,,Giresun-Tirebolu/Harkoy,41.0056,38.81970000000001,Chalcopyrite,2.0865,0.8443,18.5839063371121,15.6903921204237,38.7753205723844,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb minor,Cu major,Archaeo,copper mine,TG 166A,Turkey,,Trabzon Ore ,Trabzon,,,Ordu/Piraziz-Madenkoy,40.9805,37.8839,galena,2.0861,0.8442,18.5666542888971,15.6739695506869,38.7318975120682,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,Cu-Pb,TG 167 A-1,Turkey,,Trabzon Ore ,Trabzon,,,Eseli Maden,40.9547389,38.800147,galena,2.088388497,0.846174715,18.43,15.595,38.489,"Seeliger et al., 1985","Seeliger, T.C., Pernicka, E., Wagner, G.A., 1985. ArchÑometallurgische Untersuchungen in Nord- und Ostanatolien, in: Jahrbuch Des Rîmisch-Germanischen Zentralmuseums Mainz, 32.1985. pp. 597-659, Abb. Taf."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON412,Turkey,,North Central Anatolia,Trabzon,,,Giresun/Tirebolu,40.6461672,38.5935511,galena,2.0768,0.8383,18.6741363211951,15.6545284780579,38.782446311858,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,,(PHA)G207K,Turkey,,Trabzon Ore ,Trabzon,,,Kostere,40.6641,39.3363,galena,2.0888,0.8462,18.5391175380052,15.68780126066,38.7245087133853,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON335,Turkey,,Turkey,Trabzon,,Giresun region,Giresun region,40.6461672,38.5935511,galena and sphalerite,2.075474743,0.838614234,18.589,15.589,38.581,"Sayre et al., 1992","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105. "
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON18762,Turkey,,Turkey,Trabzon,,,Giresun,40.6461672,38.5935511,galena/Sphalerite,2.0742,0.8373,18.68111339,15.64169625,38.7483654,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON18764,Turkey,,Turkey,Trabzon,,,Giresun,40.6461672,38.5935511,galena/Sphalerite,2.0756,0.8376,18.71257485,15.67365269,38.83982036,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON18 762,Turkey,,North Central Anatolia,Trabzon,,,Giresun/Tirebolu,40.6461672,38.5935511,galenaÒsphalerite,2.0742,0.8373,18.6811133943583,15.6416962450962,38.748365402578,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON18 764,Turkey,,North Central Anatolia,Trabzon,,,Giresun/Tirebolu,40.6461672,38.5935511,galenaÒsphalerite,2.0756,0.8376,18.7125748502994,15.6736526946108,38.8398203592814,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
Pb major,Cu major,Archaeo,U-bearing Pb-Zn-Cu deposit related to the Asarc’k granitoid.,AON340,Turkey,,North Central Anatolia,Trabzon,,,Giresun/Tirebolu (Inkoy),40.6461672,38.5935511,galenaÒsphalerite,2.0772,0.8374,18.6671644577189,15.6318835168938,38.7754340115737,"Sayre et al., 2001","Sayre, E.V., Yener, K.A., Joel, E.C., Barnes, I.L., 1992. Statistical Evaluation of the Presently Accumulated Lead Isotope Data from Anatolia and Surrounding Regions. Archaeometry 34, 73-105."
